iso2,priority,region,role,grams,pi_ing,pi_in_2541,proposal_key,product,brand,pack,ean,ean_cell,gtin_checksum,rcn_range,gs1_prefix_registry,v7_status,source_domain,source_class_heuristic,source_url
HK,★★★★,GREATER_CHINA,TARA,3,PI-ING-000492,YES,TARA-GTIN-08055728540170,Tara Gum 50gr. / Gomma di Tara E417,SaporePuro,50 g,8055728540170,TEXT,OK,NO,IT,KANDYDAT_PR,bakingwarehouse.com,DIRECT_SITE_UNCLASSIFIED,"https://bakingwarehouse.com/products/tara-gum-50gr-saporepuro
https://bakingwarehouse.com/pages/worldwide-shipping
https://saporepuro.myshopify.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1
https://saporepuro.myshopify.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1.json
https://saporepuro.myshopify.com/cdn/shop/files/TDS_GOMMA_DI_TARA_SAPOREPURO_7ba2d8ce-553c-4b18-8d0a-b511a78af3f0.pdf?v=6266750854494086058
https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1.json"
LK,★★★★,SOUTH_ASIA,MILK,672,PI-ING-000236,YES,MILK-GTIN-4792116211000,Ambewela Fresh Milk Full Cream UHT Treated 1000 ml,Ambewela,1000 ml carton with cap,4792116211000,TEXT,OK,NO,LK,KANDYDAT_PR,images.openfoodfacts.org,AGGREGATOR,"https://images.openfoodfacts.org/images/products/479/211/621/1000/9.jpg
https://images.openfoodfacts.org/images/products/479/211/621/1000/8.jpg
https://mart.mrdeal.lk/product/ambewela-fresh-milk-full-cream-1l/4792116211000
https://lmfgroup.lk/ambewela-milk/
https://world.openfoodfacts.org/api/v2/product/4792116211000.json"
LK,★★★★,SOUTH_ASIA,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-5700426230177,Puck Whipping Cream UHT 34% minimum fat,Puck,200 ml Tetra Pak,5700426230177,TEXT,OK,NO,DK,KANDYDAT_PR,puckarabia.com,DIRECT_SITE_UNCLASSIFIED,"https://www.puckarabia.com/en/products/whipping-cream/
https://ejostores.com/products/puckwhipcream200ml-5700426230177-html
https://ctown.jo/index.php/ctown_7th_ar/puckwhipcream200ml-5700426230177.html
https://colombomall.lk/product/puck-whipping-cream-200ml-from-dubai-sam
https://www.daraz.lk/products/puck-whipping-cream-200ml-from-dubai-sam-i267894886.html
https://onlinekade.lk/product/puck-whipping-cream-tetra-200ml/
https://www.grandiose.ae/puck-whipping-cream-200ml0177"
LK,★★★★,SOUTH_ASIA,SMP,35,PI-ING-000270,YES,SMP-GTIN-00733739058324,Real Food Organic Non-Fat Dry Milk Powder,NOW Foods,12 oz (340 g),733739058324,TEXT,OK,NO,US/CA (UPC-A),KANDYDAT_PR,nowfoods.com,DIRECT_SITE_UNCLASSIFIED,"https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic
https://lk.iherb.com/pr/now-foods-real-food-organic-non-fat-dry-milk-powder-12-oz-340-g/21134
https://www.iherb.com/shipping/lk"
LK,★★★★,SOUTH_ASIA,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
LK,★★★★,SOUTH_ASIA,DEXTROSE,30,PI-ING-000494,YES,DEX-LK-PRODUCT,Likemta Dextrose Monohydrate,,B2B — opakowanie niepubliczne,,,,,,WYMAGA_ETYKIETY,likemta.com,DIRECT_SITE_UNCLASSIFIED,https://www.likemta.com/food-ingredient/sweeteners/dextrose-monohydrate/
LK,★★★★,SOUTH_ASIA,TARA,3,PI-ING-000492,YES,TARA-GTIN-00653981866129,Organic Tara Gum Powder,Happy Andes,1 lb /16 oz,653981866129,TEXT,OK,NO,US/CA (UPC-A),WYMAGA_ETYKIETY,happyandes-usa.com,DIRECT_SITE_UNCLASSIFIED,"https://www.happyandes-usa.com/products/organic-tara-gum/
https://www.desertcart.lk/products/139343876-happy-andes-organic-tara-gum-powder-all-natural-thickening-agent
https://m.media-amazon.com/images/I/81w%2B0T7f-RL.jpg"
TH,★★★★,ASEAN,MILK,672,PI-ING-000236,YES,MILK-GTIN-8850329120116,Meiji Pasteurized Fresh Milk,Meiji,200 ml bottle,8850329120116,TEXT,OK,NO,TH,KANDYDAT_PR,cpmeiji.com,DIRECT_SITE_UNCLASSIFIED,"https://www.cpmeiji.com/en/product/view/Meiji-Pasteurized-Fresh-Milk-200ml
https://www.cpmeiji.com/attachment/product/nutrition/81a95eb3ef18cc7be37ec8d0d8b4be6e0_Nutrition_Fresh.png
https://www.tops.co.th/th/meiji-pasteurized-milk-plain-200cc-8850329120116
https://cpmeiji-ebuddy.com/th/product/35"
TH,★★★★,ASEAN,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-3412290032215,Paysan Breton UHT Cooking & Whipping Cream 30%,Paysan Breton,200 ml (20 cl),3412290032215,TEXT,OK,NO,FR,KANDYDAT_PR,casinetto.com,DIRECT_SITE_UNCLASSIFIED,"https://casinetto.com/products/cooking-and-whipping-cream-30/
https://cdn.shopify.com/s/files/1/1575/0603/files/afff2bdbe0c3a9dc388d388e7964416ea6e037cc_PAYC002_2.jpg?v=1786035968&width=1600
https://www.tops.co.th/en/paysan-breton-uht-whipping-and-cooking-cream-fat-30percent-200ml-3412290032215"
TH,★★★★,ASEAN,SMP,35,PI-ING-000270,YES,SMP-GTIN-00733739058324,NOW Foods Real Food Organic Non-Fat Dry Milk Powder,NOW Foods / Real Food,340 g (12 oz),0733739058324,TEXT,OK,NO,US/CA,KANDYDAT_PR,nowfoods.com,DIRECT_SITE_UNCLASSIFIED,"https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic
https://th.iherb.com/pr/now-foods-real-food-organic-non-fat-dry-milk-powder-12-oz-340-g/21134
https://th.iherb.com/c/now-foods/powdered-milk"
TH,★★★★,ASEAN,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
TH,★★★★,ASEAN,DEXTROSE,30,PI-ING-000494,YES,DEX-GTIN-02055040011118,Dextrose Monohydrate 1kg,Chemipan,1 kg,2055040011118,TEXT,OK,YES,unmapped,WYMAGA_ETYKIETY,chemipan.com,DIRECT_SITE_UNCLASSIFIED,"https://www.chemipan.com/a/index.php?Itemid=384&lang=en-gb&option=com_virtuemart&view=productdetails&virtuemart_category_id=0&virtuemart_product_id=6711
https://www.chemipan.com/a/index.php?Itemid=384&lang=en-gb&option=com_virtuemart&view=productdetails&virtuemart_category_id=116&virtuemart_product_id=1037
https://doc.chemipan.com/pdf/catalogue/CHE_Catalogue_FS_Sweetener.pdf
https://doc.chemipan.org/home/images/chemipan/document/product/catalogue/pdf/CHE_Catalogue_FS_Sweetener.pdf"
TH,★★★★,ASEAN,TARA,3,PI-ING-000492,YES,TARA-GTIN-02033200071103,Tara Gum (China) 25g. A M,Chemipan,25 g,2033200071103,TEXT,OK,YES,unmapped,WYMAGA_ETYKIETY,chemipan.com,DIRECT_SITE_UNCLASSIFIED,"https://www.chemipan.com/a/index.php?lang=en-gb&option=com_virtuemart&view=productdetails&virtuemart_category_id=126&virtuemart_product_id=17389
https://www.chemipan.com/a/index.php?Itemid=377&lang=en-gb&option=com_virtuemart&view=productdetails&virtuemart_category_id=0&virtuemart_product_id=17390
https://www.chemipan.com/a/index.php?catid=26&id=8%3A8-general-questions&lang=en-gb&option=com_contact&view=contact
https://www.chemipan.com/"
TW,★★★★,GREATER_CHINA,MILK,672,PI-ING-000236,YES,MILK-GTIN-4955447100416,Hokkaido Hidaka 3.6 Long Life Milk 200 ml,Hokkaido Hidaka,200 ml carton; retailer case 24 cartons,4955447100416,TEXT,OK,NO,JP,KANDYDAT_PR,hug.com.tw,DIRECT_SITE_UNCLASSIFIED,"https://www.hug.com.tw/product/detail/drx8eizjgp5c
https://shop.use.com.tw/products/%E5%8C%97%E6%B5%B7%E9%81%93%E6%97%A5%E9%AB%9836%E7%89%9B%E4%B9%B3
https://www.rakuten.com.tw/shop/yumaowu/product/42014700/
https://www.tajimaya-cc.net/products/36120
https://images.openfoodfacts.org/images/products/495/544/710/0416/1.jpg
https://images.openfoodfacts.org/images/products/495/544/710/0416/2.jpg"
TW,★★★★,GREATER_CHINA,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-4036300003249,Oldenburger Whipping Cream 35% fat UHT (Shani),Oldenburger,200 g (PX Mart lists 200 ml),4036300003249,TEXT,OK,NO,DE,KANDYDAT_PR,oldenburger-dairy.com,DIRECT_SITE_UNCLASSIFIED,"https://oldenburger-dairy.com/oldenburger-whipping-cream-35-fat-uht-200g/12197
https://www.oldenburger-professional.com/media/13/8d/af/1696234639/OLB%20Assortmentlist%202023_2024_combined.pdf
https://shop.pxgo.com.tw/hourArrive/goods/246464-33050016-4036300003249"
TW,★★★★,GREATER_CHINA,SMP,35,PI-ING-000270,YES,SMP-GTIN-04711257007419,克寧100%純脫脂奶粉 (KLIM 100% Pure Skimmed Milk Powder),KLIM / 克寧,750 g,4711257007419,TEXT,OK,NO,TW,KANDYDAT_PR,klim.nestle.com.tw,DIRECT_SITE_UNCLASSIFIED,"https://klim.nestle.com.tw/fullcream/products-fullcream
https://shop.pxgo.com.tw/hourArrive/goods/723125-29020192-4711257007419
https://www.etmall.com.tw/i/7872702"
TW,★★★★,GREATER_CHINA,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
TW,★★★★,GREATER_CHINA,DEXTROSE,30,PI-ING-000494,YES,DEX-TW-PRODUCT,食品級 葡萄糖 (單水葡萄糖・一水葡萄糖) 1kg,順億化工 SESE (producent niepodany),1 kg,,,,,,WYMAGA_ETYKIETY,sese.tw,DIRECT_SITE_UNCLASSIFIED,"https://www.sese.tw/product.php?pid_for_show=7262
https://shop.noahsark.com.tw/product/861"
TW,★★★★,GREATER_CHINA,TARA,3,PI-ING-000492,YES,TARA-GTIN-08055728540170,Tara Gum 50gr. / Gomma di Tara E417,SaporePuro,50 g,8055728540170,TEXT,OK,NO,IT,KANDYDAT_PR,bakingwarehouse.com,DIRECT_SITE_UNCLASSIFIED,"https://bakingwarehouse.com/products/tara-gum-50gr-saporepuro
https://bakingwarehouse.com/pages/worldwide-shipping
https://saporepuro.myshopify.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1
https://saporepuro.myshopify.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1.json
https://saporepuro.myshopify.com/cdn/shop/files/TDS_GOMMA_DI_TARA_SAPOREPURO_7ba2d8ce-553c-4b18-8d0a-b511a78af3f0.pdf?v=6266750854494086058
https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1.json"
TN,★★★★,MAGHREB,MILK,672,PI-ING-000236,YES,MILK-GTIN-8002670165395,Granarolo Bio Latte Biologico Intero 1 L,Granarolo Bio,"1 L, karton Tetra Rex; mleko ESL pasteryzowane w podwyższonej temperaturze, chłodzone 0–6°C",8002670165395,TEXT,OK,NO,IT,KANDYDAT_PR,italiaintunisia.com,DIRECT_SITE_UNCLASSIFIED,"https://italiaintunisia.com/fr/612-granarolo-biologico-latte-bio-intero-1-lt.html
https://italiaintunisia.com/fr/content/4-qui-sommes-nous
https://italiaintunisia.com/fr/content/1-livraison
https://www.tiportolaspesa.it/negozio/freschissimi/latticini/latte-e-panna-fresca/latte-fresco-intero-granarolo-bio-lt-1-2/
https://www.tiportolaspesa.it/wp-content/uploads/2022/11/8002670165395-2-450x450.jpg
https://www.riboscuola.it/allegati/2024/1/st_95088_10122447-latte_6108.pdf"
TN,★★★★,MAGHREB,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-3412290032215,Paysan Breton La Crème Pâtisserie & Cuisine UHT 30%,Paysan Breton,20 cl,3412290032215,TEXT,OK,NO,FR,KANDYDAT_PR,casinetto.com,DIRECT_SITE_UNCLASSIFIED,"https://casinetto.com/products/cooking-and-whipping-cream-30/
https://bf1af2.akinoncloudcdn.com/products/2025/03/28/87485/697134c3-73cd-408b-8a68-2100017edff8_size1920_cropCenter.jpg
https://bf1af2.akinoncloudcdn.com/products/2025/03/28/87485/4dd8e776-62e5-4b64-8b34-30e98d6b5a69_size1920_cropCenter.jpg
https://casinetto.com/products/cooking-and-whipping-cream-30/
https://www.carrefour.tn/creme-fraiche-la-dosette-3412290032215.html"
TN,★★★★,MAGHREB,SMP,35,PI-ING-000270,YES,SMP-GTIN-00733739058324,NOW Real Food Organic Non-Fat Dry Milk Powder,NOW Foods Real Food,torebka 12 oz (340 g),733739058324,TEXT,OK,NO,US/CA (UPC-A),KANDYDAT_PR,tn.iherb.com,DIRECT_SITE_UNCLASSIFIED,"https://tn.iherb.com/pr/now-foods-real-food-organic-non-fat-dry-milk-powder-12-oz-340-g/21134
https://www.nowfoods.com/products/natural-foods/non-fat-dry-milk-powder-organic
https://www.iherb.com/shipping/tn"
TN,★★★★,MAGHREB,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
TN,★★★★,MAGHREB,DEXTROSE,30,PI-ING-000494,YES,DEX-TN-PRODUCT,Dextrose en Poudre – Sucre Technique pour Glaces,Ben Yaghlane,"Sold by weight; displayed price1.200TND at12TND/kg implies100g unit (inferred, confirm)",,,,,,WYMAGA_ETYKIETY,ben-yaghlane.com,DIRECT_SITE_UNCLASSIFIED,https://ben-yaghlane.com/products/agar-agar-vegan-poudre-gelifiante-copie
TN,★★★★,MAGHREB,TARA,3,PI-ING-000492,YES,TARA-GTIN-00711221973058,Cape Crystal Brands Tara Gum Powder,Cape Crystal Brands,2 oz (56.7 g),711221973058,TEXT,OK,NO,US/CA (UPC-A),WYMAGA_DOSTAWY,ubuy.tn,DIRECT_SITE_UNCLASSIFIED,"https://www.ubuy.tn/en/product/4LRAT8WUW-tara-gum-powder-2-oz-from-the-amazon-pantry-imparts-a-creamy-mouthfeel-to-dairy-products-soups-and-sauces-kosher-vegan-nongmo-highest-purity
https://www.capecrystalbrands.com/products/tara-gum"
TR,★★★★,TURKIYE,MILK,672,PI-ING-000236,YES,MILK-TR-SUTAS-UHT-35-1L,"Sütaş Whole Milk UHT 3,5% 1 L",Sütaş,1 L,8681324005449,TEXT,OK,NO,TR,KANDYDAT_PR,sutas.com,DIRECT_SITE_UNCLASSIFIED,https://www.sutas.com/sutas-1000-ml-full-fat-milk; https://www.asyasanalmarket.com/sutas-sut-1-lt-tam-yagli-uzun-omurlu-sut-25224; https://sutas.market/urun/tam-yagli-sut-1-l
TR,★★★★,TURKIYE,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-8690767670060,Sütaş Krema 30% Tatlılara ve Yemeklere 200 ml,Sütaş,200 ml,8690767670060,TEXT,OK,NO,TR,KANDYDAT_PR,sutas.com.tr,DIRECT_SITE_UNCLASSIFIED,"https://www.sutas.com.tr/sutas-krema-200-ml
https://www.sariyermarket.com/sutas-krema-200-gr"
TR,★★★★,TURKIYE,SMP,35,PI-ING-000270,YES,SMP-GTIN-08681770071449,Yağsız Süt Tozu,Pınar,worek 25 kg,8681770071449,TEXT,OK,NO,TR,WYMAGA_ETYKIETY,hammaddeler.com,DIRECT_SITE_UNCLASSIFIED,"https://www.hammaddeler.com/urun/pinar-yagsiz-sut-tozu-25-kg
https://www.trendyol.com/hobs/pinar-yagsiz-sut-tozu-25-kg-p-47630618
https://eng.pinar.com.tr/products/detail-milk/Milk-Powder/2492/2666/0"
TR,★★★★,TURKIYE,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
TR,★★★★,TURKIYE,DEXTROSE,30,PI-ING-000494,YES,DEX-TR-PRODUCT,Parmor Dekstroz1kg,Parmor,1 kg,,,,,,WYMAGA_ETYKIETY,hepsiburada.com,DIRECT_SITE_UNCLASSIFIED,"https://www.hepsiburada.com/parmor-dekstroz-1-kg-pm-HBC00002OYEF6
https://www.ciceksepeti.com/parmor-dekstroz-1kg-mensei-uzakdogu-kcm50793387"
TR,★★★★,TURKIYE,TARA,3,PI-ING-000492,YES,TARA-GTIN-00795258101998,Benosen Tara Gum (E417) 200 g,Benosen,200 g,0795258101998,TEXT,OK,NO,US/CA,WYMAGA_ETYKIETY,trendyol.com,DIRECT_SITE_UNCLASSIFIED,"https://www.trendyol.com/benosen/tara-gum-e417-dondurma-stabilizeri-kivam-verici-net-200-g-p-81504382
https://www.hepsiburada.com/benosen-tara-gum-e417-taragam-keciboynuzu-muadili-tara-gam-taragum-200-gr-pm-HBC000001Z25C"
UY,★★★★,LATAM_SOUTH_CONE,MILK,672,PI-ING-000236,YES,MILK-GTIN-7790742335500,La Serenísima Leche Larga Vida Clásica 3% Botella 1 L,La Serenísima,1 L PET bottle,7790742335500,TEXT,OK,NO,AR,KANDYDAT_PR,eldorado.com.uy,DIRECT_SITE_UNCLASSIFIED,"https://www.eldorado.com.uy/leche-la-serenisima-larga-vida-entera-1lt/p
https://diaonline.supermercadosdia.com.ar/leche-entera-clasica-la-serenisima-botella-larga-vida-1-lt-165870/p
https://ardiaprod.vtexassets.com/arquivos/ids/343522-800-auto?aspect=true&height=auto&v=638882737237700000&width=800
https://dipiandistribuidora.uy/producto/leche-la-serenisima-3/"
UY,★★★★,LATAM_SOUTH_CONE,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-7790742141309,La Serenísima Crema para Batir Larga Vida,La Serenísima,"200 ml, karton UAT",7790742141309,TEXT,OK,NO,AR,KANDYDAT_PI_ESTIMATED,tiendainglesa.com.uy,DIRECT_SITE_UNCLASSIFIED,"https://www.tiendainglesa.com.uy/supermercado/crema-de-leche-la-serenisima-200-ml.producto?1571383
https://www.jumbo.com.ar/crema-uat-la-serenisima-batir-200ml/p
https://www.jumbo.com.ar/api/catalog_system/pub/products/search?fq=alternateIds_Ean:7790742141309
https://jumboargentina.vteximg.com.br/arquivos/ids/869451/Crema-Uat-Ls-Batir-Slim-200ml-2-577835.jpg?v=638842269633900000
mapper_basement(10).csv | PI-ING-000180 | total_sugars_percent=3.2"
UY,★★★★,LATAM_SOUTH_CONE,SMP,35,PI-ING-000270,YES,SMP-GTIN-07730105004155,Conaprole Leche en Polvo Descremada,Conaprole,200 g,7730105004155,TEXT,OK,NO,UY,WYMAGA_ETYKIETY,conaprole.uy,DIRECT_SITE_UNCLASSIFIED,"https://www.conaprole.uy/producto/producto-leche-leche-polvo-descremada-200g/
https://www.tiendainglesa.com.uy/supermercado/leche-conaprole-descremada-en-polvo-200-gr.producto?5719
https://elnaranjo.com.uy/productos/leche-en-polvo-descremada-conaprole-200g"
UY,★★★★,LATAM_SOUTH_CONE,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
UY,★★★★,LATAM_SOUTH_CONE,DEXTROSE,30,PI-ING-000494,YES,DEX-UY-PRODUCT,Dextrosa Monohidratada,Química SA,25 kg,,,,,,WYMAGA_ETYKIETY,quimicasa.com.uy,DIRECT_SITE_UNCLASSIFIED,https://quimicasa.com.uy/catalogo/food/edulcorantes/dextrosa-monohidratada/
UY,★★★★,LATAM_SOUTH_CONE,TARA,3,PI-ING-000492,YES,TARA-UY-PRODUCT,Goma de Tara — oferta spożywcza B2B,Kilmecor,Gramatura niepubliczna,,,,,,WYMAGA_ETYKIETY,kilmecor.com.uy,DIRECT_SITE_UNCLASSIFIED,"https://www.kilmecor.com.uy/productos/
https://www.kilmecor.com.uy/contacto/"
HU,★★★★,EU27,MILK,672,PI-ING-000236,YES,MILK-GTIN-5998200460166,"Mizo UHT teljes tej 3,5% 1 l",Mizo,1 l karton UHT Q Pack z zamknięciem,5998200460166,TEXT,OK,NO,HU,KANDYDAT_PR,cdn.metro-group.com,DIRECT_SITE_UNCLASSIFIED,"https://cdn.metro-group.com/hu/hu_fir_117581001002_hu.pdf
https://evedd.hu/Mizo-Uht-Tej-1L-35
https://coopshop.hu/termek/mizo-uht-teljes-tej-35-1-l/
https://www.papir-bolt.hu/Tej-MIZO-35-1L
https://bevasarlas.tesco.hu/shop/en-HU/products/203170072"
HU,★★★★,EU27,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-8585002501837,Meggle UHT habtejszín 30%,MEGGLE Slovakia,200 ml carton,8585002501837,TEXT,OK,NO,SK,KANDYDAT_PR,bevasarlas.tesco.hu,DIRECT_SITE_UNCLASSIFIED,"https://bevasarlas.tesco.hu/shop/hu-HU/products/210504341
https://coopshop.hu/termek/meggle-uht-habtejszin-30-200-ml/"
HU,★★★★,EU27,SMP,35,PI-ING-000270,YES,SMP-GTIN-05997176735995,Sovány tejpor porlasztva szárított,TUTTI,90 g,5997176735995,TEXT,OK,NO,HU,KANDYDAT_PR,pcx.hu,DIRECT_SITE_UNCLASSIFIED,"https://www.pcx.hu/tutti-sovany-tejpor-porlasztva-szaritott-90g-200228
https://alto.hu/tutti-sovany-tejpor-porlasztva-szaritott-90g
https://ahuazurewebblob0.blob.core.windows.net/auchan/files/szmiklos0611.pdf
https://www.biobolt-webaruhaz.hu/termekek/tutti-sovany-tejpor-90g"
HU,★★★★,EU27,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
HU,★★★★,EU27,DEXTROSE,30,PI-ING-000494,YES,DEX-GTIN-08588006139983,"Dextróz - GymBeam, bez dodatków smakowych",GymBeam,1000 g,8588006139983,TEXT,OK,NO,SK,KANDYDAT_PR,gymbeam.hu,DIRECT_SITE_UNCLASSIFIED,https://gymbeam.hu/dextroz-gymbeam.html
HU,★★★★,EU27,TARA,3,PI-ING-000492,YES,TARA-GTIN-08055728540170,SaporePuro Farina di Semi di Tara / Gomma di Tara E417,SaporePuro,50 g,8055728540170,TEXT,OK,NO,IT,KANDYDAT_PR,saporepuro.com,DIRECT_SITE_UNCLASSIFIED,"https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1
https://saporepuro.com/cdn/shop/files/TDS_GOMMA_DI_TARA_SAPOREPURO_7ba2d8ce-553c-4b18-8d0a-b511a78af3f0.pdf?v=6266750854494086058
https://saporepuro.com/policies/shipping-policy
https://saporepuro.com/products/farina-di-semi-di-tara-gomma-di-tara-origine-peru-e417-confezionato-in-italia-1.json"
VN,★★★★,ASEAN,MILK,672,PI-ING-000236,YES,MILK-GTIN-8410285127347,Président UHT Whole Milk 3.5% Fat 1 L,Président,1 L carton,8410285127347,TEXT,OK,NO,ES,KANDYDAT_PR,suatuoi.com,DIRECT_SITE_UNCLASSIFIED,"https://suatuoi.com/president/president-full-cream-1l
https://cdn.suatuoi.com/images/brand/president/president-full-cream-1l/4.webp
https://cdn.suatuoi.com/images/brand/president/president-full-cream-1l/3.webp
https://cdn.suatuoi.com/files/congbo_chatluong/president/president-full-cream-1l-1701404546.pdf
https://www.lottemart.vn/en-dni/product/sua-tuoi-tiet-trung-nguyen-kem-president-3-5-beo-1l-8410285127347-p236999"
VN,★★★★,ASEAN,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-5701215046375,Emborg Natural Whipping Cream UHT 35.1% 200 ml,Emborg,200 ml,5701215046375,TEXT,OK,NO,DK,KANDYDAT_PR,emborg.com,DIRECT_SITE_UNCLASSIFIED,"https://www.emborg.com/product/whipping-cream/
https://shop.annam-gourmet.com/hn-xd/emborg-whipping-cream-35-1-fat-uht-200ml.html
https://www.tops.co.th/en/emborg-dairy-whipping-cream-200ml-5701215046375
https://maxmartonline.com/emborg-whipping-cream-200ml"
VN,★★★★,ASEAN,SMP,35,PI-ING-000270,YES,SMP-VN-SKU,NZMP Skim Milk Powder Low Heat / Sữa Bột Gầy Low Heat Fonterra,NZMP,"25 kg, worek",,,,,,WYMAGA_ETYKIETY,newviet.vn,DIRECT_SITE_UNCLASSIFIED,"https://newviet.vn/san-pham/sua-bot-gay-low-heat-fonterra/
https://newviet.vn/san-pham/nguyen-lieu-sua/sua-bot/sua-bot-tach-beo-sua-bot-gay/
https://www.nzmp.com/global/en/ingredients/powders-concentrates/skim-milk-powder.html"
VN,★★★★,ASEAN,SUCROSE,130,PI-ING-000514,YES,GENERIC-SUCROSE,Biały cukier krystaliczny — 100% cukier,GENERIC,dowolne opakowanie,,,,,,READY_PI,,NO_URL,PI-ING-000514
VN,★★★★,ASEAN,DEXTROSE,30,PI-ING-000494,YES,DEX-VN-PRODUCT,Fufeng Đường Dextrose Monohydrate C6H12O6.H2O 25kg,Fufeng,25 kg bag,,,,,,WYMAGA_ETYKIETY,hoachatphuthinh.vn,DIRECT_SITE_UNCLASSIFIED,"https://hoachatphuthinh.vn/san-pham/duong-dextrose-monohydrate-c6h12o6h2o-fufeng.html
https://botthucpham.vn/duong-dextrose-monohydrate-fufeng-trung-quoc.html"
VN,★★★★,ASEAN,TARA,3,PI-ING-000492,YES,TARA-VN-PRODUCT,Tara Gum — food-use bulk raw material,Camachem,25kg PPE bag or25kg paper drum,,,,,,WYMAGA_ETYKIETY,camachem.com,DIRECT_SITE_UNCLASSIFIED,"https://camachem.com/vn/tara-gum.html
https://camachem.com/en/countries-we-supply-chemicals"
AE,★★★★,GCC,MILK,672,PI-ING-000236,YES,MILK-GTIN-6291030200032,Al Rawabi Fresh Milk Full Cream 1 L,Al Rawabi,1 L,6291030200032,TEXT,OK,NO,AE,KANDYDAT_PR,alrawabidairy.com,DIRECT_SITE_UNCLASSIFIED,"https://alrawabidairy.com/products/full-cream-milk/
https://www.sharjahcoop.ae/en/al-rawabi-fresh-milk-full-cream-1-l/p/6291030200032
https://www.carrefouruae.com/mafuae/en/full-fat-milk/al-rawabi-milk-ff-1l/p/11509"
AE,★★★★,GCC,CREAM,130,PI-ING-000180,YES,CREAM-GTIN-3412290032215,Paysan Breton La Crème Pâtisserie & Cuisine UHT 30%,Paysan Breton,20 cl,3412290032215,TEXT,OK,NO,FR,KANDYDAT_PR,casinetto.com,DIRECT_SITE_UNCLASSIFIED,"https://casinetto.com/products/cooking-and-whipping-cream-30/
https://bf1af2.akinoncloudcdn.com/products/2025/03/28/87485/697134c3-73cd-408b-8a68-2100017edff8_size1920_cropCenter.jpg
https://bf1af2.akinoncloudcdn.com/products/2025/03/28/87485/4dd8e776-62e5-4b64-8b34-30e98d6b5a69_size1920_cropCenter.jpg
https://casinetto.com/products/cooking-and-whipping-cream-30/"
